V1,	V2,	V3,	V4,	V5,	V6,	V7,	V8,	V9,	V10,	V11,	V12,	V13,	V14
5216,	0.20548,	c,	NA,	0.53333,	f,	NA,	e,	a,	b,	nan,	0.0,	0.19387,	a,	0
5217,	0.24657,	c,	d,	0.86665,	a,	j,	a,	e,	NA,	nan,	0.0,	0.39794,	a,	0
5218,	0.47944,	NA,	i,	0.66665,	b,	h,	b,	a,	a,	0.05013,	0.0,	nan,	a,	0
5219,	nan,	b,	n,	0.46666,	b,	f,	b,	a,	a,	0.0,	nan,	0.17346,	a,	0
5220,	0.0,	c,	k,	0.33333,	a,	e,	d,	a,	a,	nan,	nan,	0.09183,	j,	0
5221,	0.20548,	NA,	a,	0.79998,	NA,	c,	e,	a,	b,	0.0,	nan,	0.31632,	a,	0
5222,	0.02739,	NA,	b,	0.53333,	NA,	NA,	d,	a,	NA,	nan,	0.0,	0.39794,	n,	0
5223,	0.12328,	c,	b,	0.53333,	a,	d,	NA,	d,	b,	0.0,	0.0,	0.39794,	i,	0
5224,	nan,	a,	NA,	0.59999,	d,	k,	e,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5225,	0.24657,	c,	b,	0.53333,	d,	a,	NA,	a,	b,	0.0,	0.0,	nan,	a,	0
5226,	0.54795,	c,	c,	0.40000,	b,	e,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5227,	0.24657,	c,	i,	0.66665,	f,	c,	e,	a,	b,	0.0,	0.0,	nan,	a,	0
5228,	nan,	c,	a,	0.79998,	a,	c,	a,	NA,	a,	nan,	nan,	0.39794,	a,	0
5229,	0.53422,	c,	NA,	0.19998,	c,	NA,	e,	a,	NA,	nan,	0.0,	nan,	a,	0
5230,	0.34246,	c,	NA,	0.79998,	a,	l,	NA,	a,	NA,	0.0,	0.0,	0.60204,	NA,	0
5231,	0.0,	c,	h,	0.59999,	a,	a,	d,	a,	NA,	0.0,	0.0,	0.19387,	a,	0
5232,	0.43834,	c,	b,	0.53333,	c,	a,	a,	a,	b,	0.0,	nan,	0.34694,	NA,	0
5233,	0.23289,	b,	h,	0.59999,	NA,	a,	e,	a,	b,	nan,	nan,	0.49997,	a,	0
5234,	0.27395,	b,	h,	nan,	NA,	c,	a,	b,	a,	0.0,	nan,	0.39794,	a,	0
5235,	0.06849,	NA,	n,	0.46666,	a,	e,	a,	a,	NA,	nan,	0.0,	nan,	a,	0
5236,	nan,	c,	NA,	0.66665,	b,	i,	b,	a,	a,	0.0,	0.0,	0.39794,	d,	0
5237,	0.05479,	c,	h,	0.59999,	a,	l,	NA,	NA,	b,	nan,	0.0,	0.24489,	NA,	0
5238,	0.57532,	NA,	h,	nan,	NA,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5239,	0.49312,	b,	k,	0.33333,	f,	g,	a,	a,	a,	0.0,	0.0,	1.0,	a,	0
5240,	0.12328,	c,	c,	0.40000,	a,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5241,	nan,	c,	a,	0.79998,	b,	j,	b,	a,	a,	nan,	0.0,	0.70408,	NA,	0
5242,	0.23289,	c,	b,	0.53333,	a,	NA,	e,	c,	b,	0.0,	0.0,	0.31632,	a,	0
5243,	0.50685,	NA,	NA,	0.79998,	NA,	j,	NA,	a,	a,	nan,	0.0,	0.37755,	NA,	0
5244,	0.58905,	c,	b,	0.53333,	b,	c,	b,	NA,	a,	0.05013,	0.0,	0.39794,	NA,	0
5245,	0.42466,	NA,	a,	0.79998,	NA,	c,	b,	NA,	a,	0.0,	0.0,	0.44897,	NA,	0
5246,	0.24657,	NA,	NA,	0.59999,	a,	a,	NA,	a,	b,	0.0,	0.50618,	nan,	a,	0
5247,	nan,	b,	f,	0.73332,	c,	c,	a,	a,	b,	0.0,	nan,	0.49997,	a,	0
5248,	0.17808,	c,	a,	0.79998,	b,	j,	b,	a,	a,	0.0,	0.0,	0.70408,	a,	0
5249,	0.19177,	NA,	NA,	nan,	b,	i,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5250,	0.39724,	f,	f,	0.73332,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5251,	0.68493,	NA,	e,	0.26665,	NA,	NA,	NA,	a,	NA,	0.02050,	0.0,	nan,	a,	0
5252,	0.61642,	e,	i,	0.66665,	b,	NA,	b,	NA,	a,	0.0,	nan,	nan,	a,	0
5253,	0.28767,	c,	a,	0.79998,	a,	NA,	e,	a,	b,	0.0,	0.0,	0.39794,	b,	0
5254,	0.09588,	c,	NA,	0.79998,	a,	e,	d,	a,	b,	nan,	0.0,	0.29591,	a,	0
5255,	0.09588,	c,	NA,	0.59999,	a,	l,	a,	e,	b,	0.0,	nan,	0.49997,	o,	0
5256,	0.13698,	c,	a,	nan,	NA,	NA,	a,	a,	b,	0.0,	0.0,	0.47959,	a,	0
5257,	0.35614,	a,	f,	nan,	NA,	e,	e,	a,	b,	nan,	nan,	0.29591,	a,	0
5258,	0.42466,	c,	NA,	nan,	NA,	b,	NA,	e,	NA,	0.0,	0.0,	0.39794,	w,	0
5259,	0.32877,	c,	b,	0.53333,	d,	i,	a,	b,	a,	0.0,	0.0,	0.39794,	a,	0
5260,	0.17808,	c,	h,	0.59999,	b,	NA,	c,	b,	b,	0.0,	0.0,	0.44897,	NA,	0
5261,	0.38356,	c,	NA,	0.79998,	a,	NA,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5262,	0.52054,	c,	h,	nan,	c,	a,	a,	a,	b,	0.0,	nan,	0.37755,	NA,	0
5263,	0.39724,	b,	g,	0.19998,	b,	j,	b,	a,	a,	0.0,	0.0,	0.75508,	G,	0
5264,	0.09588,	c,	a,	nan,	a,	c,	d,	e,	a,	0.0,	0.0,	0.39794,	a,	0
5265,	0.19177,	f,	h,	0.59999,	NA,	a,	d,	c,	b,	0.0,	0.0,	nan,	a,	0
5266,	0.24657,	NA,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5267,	0.27395,	f,	h,	nan,	d,	a,	a,	NA,	b,	nan,	0.0,	nan,	a,	0
5268,	0.16438,	c,	h,	0.59999,	b,	c,	b,	a,	NA,	0.0,	nan,	0.44897,	NA,	0
5269,	0.10958,	c,	NA,	0.79998,	a,	j,	a,	a,	a,	0.0,	nan,	0.60204,	NA,	0
5270,	0.21916,	c,	k,	0.33333,	b,	d,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5271,	nan,	c,	NA,	0.53333,	a,	l,	a,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
5272,	0.05479,	c,	NA,	nan,	a,	i,	d,	NA,	NA,	nan,	0.0,	0.39794,	a,	0
5273,	0.05479,	NA,	NA,	0.53333,	a,	a,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5274,	nan,	c,	a,	0.79998,	NA,	NA,	a,	a,	b,	nan,	0.0,	0.39794,	a,	0
5275,	0.36987,	c,	b,	nan,	b,	NA,	c,	NA,	b,	0.0,	0.0,	0.29591,	NA,	0
5276,	0.19177,	c,	h,	0.59999,	NA,	i,	b,	a,	a,	0.0,	0.0,	0.44897,	NA,	0
5277,	0.12328,	c,	h,	nan,	b,	j,	b,	NA,	a,	0.0,	0.0,	0.41836,	NA,	0
5278,	0.27395,	e,	b,	0.53333,	a,	g,	a,	a,	a,	0.0,	0.0,	0.49997,	a,	0
5279,	nan,	c,	a,	0.79998,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.44897,	NA,	0
5280,	0.28767,	c,	a,	0.79998,	b,	j,	b,	a,	NA,	0.0,	0.0,	0.39794,	a,	0
5281,	0.12328,	c,	i,	nan,	a,	l,	d,	a,	NA,	nan,	0.0,	0.34694,	NA,	0
5282,	0.39724,	e,	i,	0.66665,	NA,	j,	e,	e,	NA,	nan,	0.0,	0.63266,	B,	0
5283,	0.09588,	c,	b,	nan,	a,	e,	e,	a,	b,	nan,	0.0,	nan,	a,	0
5284,	0.13698,	NA,	NA,	0.59999,	a,	h,	a,	a,	b,	0.0,	0.0,	nan,	NA,	0
5285,	0.39724,	NA,	h,	0.59999,	b,	i,	b,	a,	NA,	0.0,	nan,	0.39794,	a,	0
5286,	0.41097,	c,	b,	0.53333,	c,	a,	e,	a,	a,	0.0,	0.0,	0.39794,	t,	0
5287,	0.71230,	c,	b,	0.53333,	g,	d,	e,	a,	a,	nan,	0.0,	0.39794,	a,	0
5288,	0.46575,	c,	NA,	0.53333,	b,	g,	NA,	b,	NA,	0.0,	0.0,	0.39794,	a,	0
5289,	0.45203,	f,	d,	0.86665,	b,	NA,	c,	a,	b,	0.0,	nan,	0.39794,	a,	0
5290,	nan,	c,	o,	1.0,	b,	c,	b,	NA,	a,	nan,	0.0,	0.60204,	v,	0
5291,	0.20548,	c,	NA,	nan,	b,	c,	b,	a,	NA,	0.03908,	0.0,	nan,	NA,	0
5292,	0.13698,	c,	k,	0.33333,	c,	g,	NA,	c,	a,	nan,	0.0,	0.75508,	a,	0
5293,	0.58905,	c,	g,	nan,	c,	a,	a,	a,	b,	0.0,	nan,	0.34694,	b,	0
5294,	0.19177,	NA,	b,	0.53333,	b,	e,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5295,	0.39724,	c,	f,	0.73332,	b,	i,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5296,	0.31504,	NA,	b,	0.53333,	NA,	a,	NA,	a,	b,	0.0,	nan,	0.39794,	a,	0
5297,	0.71230,	b,	g,	0.19998,	b,	l,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5298,	0.53422,	c,	b,	nan,	c,	a,	a,	NA,	NA,	nan,	0.0,	nan,	a,	0
5299,	0.41097,	d,	h,	0.59999,	c,	a,	a,	a,	b,	nan,	nan,	0.39794,	NA,	0
5300,	0.10958,	c,	f,	0.73332,	a,	h,	NA,	NA,	b,	nan,	0.0,	0.44897,	a,	0
5301,	0.23289,	b,	NA,	0.53333,	b,	g,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5302,	0.09588,	b,	g,	nan,	NA,	f,	d,	NA,	a,	nan,	0.0,	0.49997,	a,	0
5303,	nan,	NA,	h,	nan,	b,	i,	NA,	a,	a,	0.10566,	0.0,	0.44897,	a,	0
5304,	0.16438,	f,	d,	0.86665,	b,	c,	b,	a,	NA,	0.0,	nan,	nan,	NA,	0
5305,	0.64383,	c,	h,	0.59999,	b,	a,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
5306,	0.36987,	c,	a,	nan,	a,	c,	NA,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5307,	0.12328,	c,	b,	nan,	a,	i,	NA,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5308,	0.26026,	c,	NA,	0.33333,	c,	e,	a,	a,	b,	0.0,	0.0,	nan,	a,	0
5309,	0.27395,	c,	k,	0.33333,	a,	NA,	a,	a,	a,	0.0,	nan,	0.65304,	NA,	0
5310,	0.21916,	c,	b,	0.53333,	b,	g,	b,	a,	a,	0.0,	0.0,	0.60204,	a,	0
5311,	0.02739,	c,	NA,	nan,	a,	a,	d,	a,	b,	0.0,	0.0,	0.09183,	a,	0
5312,	0.04109,	NA,	h,	0.59999,	a,	NA,	d,	a,	b,	nan,	0.0,	0.29591,	a,	0
5313,	0.04109,	NA,	h,	0.59999,	a,	NA,	d,	a,	NA,	nan,	0.0,	0.19387,	a,	0
5314,	0.10958,	NA,	h,	nan,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5315,	nan,	c,	b,	0.53333,	c,	a,	e,	a,	b,	nan,	0.0,	nan,	a,	0
5316,	0.01369,	c,	c,	0.40000,	NA,	e,	d,	a,	a,	0.01055,	0.0,	nan,	a,	0
5317,	0.12328,	c,	b,	0.53333,	NA,	a,	a,	a,	NA,	0.0,	0.0,	nan,	NA,	0
5318,	0.38356,	f,	a,	0.79998,	b,	NA,	NA,	b,	a,	0.0,	0.0,	nan,	a,	0
5319,	nan,	NA,	h,	0.59999,	a,	a,	NA,	a,	b,	0.0,	nan,	0.37755,	a,	0
5320,	0.20548,	c,	h,	0.59999,	c,	d,	e,	a,	a,	0.0,	nan,	0.44897,	a,	0
5321,	0.60274,	b,	NA,	nan,	g,	e,	f,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
5322,	0.12328,	a,	NA,	0.79998,	a,	c,	a,	NA,	a,	0.0,	0.0,	0.14285,	a,	0
5323,	nan,	c,	h,	0.59999,	NA,	a,	NA,	NA,	b,	0.0,	0.0,	0.38774,	a,	0
5324,	nan,	c,	a,	0.79998,	b,	NA,	b,	b,	a,	0.0,	nan,	0.47959,	a,	0
5325,	0.31504,	c,	b,	0.53333,	b,	NA,	c,	a,	b,	nan,	0.0,	0.11224,	a,	0
5326,	0.27395,	c,	b,	0.53333,	d,	j,	d,	a,	a,	nan,	0.0,	0.39794,	a,	0
5327,	0.08218,	NA,	a,	0.79998,	a,	NA,	d,	a,	a,	nan,	0.0,	0.49997,	a,	0
5328,	0.13698,	c,	b,	nan,	b,	d,	b,	a,	a,	0.0,	0.0,	nan,	a,	0
5329,	nan,	e,	i,	nan,	c,	l,	NA,	a,	b,	nan,	0.0,	0.39794,	NA,	0
5330,	0.43834,	c,	e,	0.26665,	b,	b,	b,	a,	a,	0.0,	nan,	0.44897,	NA,	0
5331,	nan,	c,	h,	0.59999,	a,	i,	d,	e,	a,	0.0,	0.0,	nan,	a,	0
5332,	0.15068,	c,	a,	0.79998,	a,	a,	a,	a,	a,	0.0,	0.0,	0.20407,	a,	0
5333,	0.41097,	a,	f,	0.73332,	b,	k,	b,	a,	NA,	0.0,	0.39943,	0.39794,	a,	0
5334,	0.15068,	f,	b,	0.53333,	b,	k,	b,	NA,	a,	0.0,	nan,	0.39794,	a,	0
5335,	0.32877,	d,	a,	0.79998,	c,	c,	a,	a,	a,	0.0,	0.0,	nan,	a,	0
5336,	0.76713,	b,	b,	0.53333,	g,	i,	NA,	a,	a,	0.0,	0.0,	0.23469,	a,	0
5337,	nan,	c,	NA,	0.59999,	a,	e,	d,	b,	a,	0.0,	0.0,	0.39794,	D,	0
5338,	0.28767,	c,	b,	0.53333,	NA,	a,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5339,	0.64383,	NA,	d,	0.86665,	b,	NA,	b,	NA,	a,	0.0,	0.0,	0.01020,	NA,	0
5340,	0.41097,	NA,	h,	0.59999,	c,	h,	e,	a,	b,	nan,	0.0,	0.39794,	a,	0
5341,	0.09588,	c,	a,	0.79998,	a,	l,	a,	a,	NA,	0.0,	0.0,	nan,	a,	0
5342,	0.13698,	c,	g,	nan,	c,	d,	NA,	a,	a,	0.0,	0.22359,	0.39794,	a,	0
5343,	0.43834,	c,	h,	0.59999,	c,	l,	NA,	a,	b,	nan,	nan,	nan,	f,	0
5344,	0.08218,	c,	h,	0.59999,	a,	a,	d,	b,	a,	0.0,	0.0,	0.19387,	NA,	0
5345,	nan,	c,	i,	0.66665,	a,	a,	d,	b,	b,	nan,	0.0,	0.39794,	a,	0
5346,	0.05479,	NA,	NA,	0.53333,	a,	f,	a,	a,	a,	nan,	0.0,	0.53059,	a,	0
5347,	0.53422,	c,	c,	0.40000,	c,	l,	a,	NA,	b,	0.0,	0.0,	0.39794,	a,	0
5348,	0.24657,	c,	NA,	0.46666,	NA,	i,	b,	a,	NA,	0.0,	0.0,	0.39794,	NA,	0
5349,	0.27395,	NA,	h,	0.59999,	c,	NA,	e,	c,	b,	nan,	0.0,	nan,	a,	0
5350,	0.17808,	c,	c,	0.40000,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5351,	nan,	c,	o,	1.0,	b,	h,	c,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
5352,	nan,	NA,	h,	0.59999,	b,	i,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5353,	0.52054,	c,	c,	0.40000,	b,	d,	b,	a,	a,	0.0,	0.0,	0.31632,	a,	0
5354,	0.06849,	NA,	i,	0.66665,	a,	NA,	d,	e,	a,	0.0,	0.0,	0.19387,	a,	0
5355,	0.19177,	c,	NA,	0.33333,	NA,	a,	e,	b,	b,	0.0,	0.0,	0.39794,	a,	0
5356,	0.09588,	NA,	a,	0.79998,	a,	j,	d,	NA,	NA,	0.0,	0.0,	nan,	NA,	0
5357,	0.43834,	b,	h,	nan,	b,	i,	b,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5358,	0.08218,	c,	g,	0.19998,	a,	NA,	a,	a,	a,	0.0,	0.0,	0.24489,	g,	0
5359,	0.45203,	c,	b,	nan,	c,	a,	e,	a,	b,	0.0,	0.0,	0.34694,	a,	0
5360,	0.28767,	c,	NA,	0.79998,	a,	a,	a,	b,	a,	nan,	0.0,	nan,	a,	0
5361,	nan,	b,	NA,	0.59999,	a,	c,	NA,	e,	b,	nan,	0.0,	0.19387,	w,	0
5362,	nan,	c,	NA,	0.53333,	g,	e,	NA,	NA,	NA,	0.0,	0.0,	0.49997,	NA,	0
5363,	0.02739,	NA,	b,	0.53333,	a,	e,	d,	a,	NA,	0.0,	nan,	0.29591,	a,	0
5364,	0.19177,	d,	a,	0.79998,	a,	j,	d,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
5365,	0.28767,	c,	b,	0.53333,	c,	e,	NA,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5366,	0.09588,	c,	a,	nan,	a,	j,	NA,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5367,	0.56164,	f,	b,	0.53333,	b,	NA,	b,	a,	a,	nan,	0.0,	0.49997,	a,	0
5368,	nan,	c,	b,	0.53333,	NA,	e,	b,	a,	a,	0.0,	nan,	0.39794,	a,	0
5369,	0.06849,	c,	b,	0.53333,	NA,	e,	NA,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5370,	0.39724,	c,	b,	nan,	c,	g,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5371,	0.17808,	c,	m,	0.0,	NA,	f,	a,	a,	a,	0.0,	0.0,	0.39794,	d,	0
5372,	0.20548,	c,	b,	nan,	b,	d,	b,	e,	a,	0.0,	0.0,	0.39794,	NA,	0
5373,	nan,	c,	NA,	nan,	b,	j,	b,	a,	a,	0.0,	nan,	0.39794,	a,	0
5374,	0.15068,	NA,	b,	0.53333,	d,	NA,	e,	b,	b,	0.0,	nan,	0.29591,	NA,	0
5375,	0.17808,	c,	a,	0.79998,	NA,	NA,	a,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
5376,	0.09588,	c,	b,	nan,	a,	d,	d,	a,	NA,	0.0,	0.0,	nan,	NA,	0
5377,	nan,	d,	i,	0.66665,	c,	c,	e,	c,	b,	0.0,	0.0,	0.39794,	a,	0
5378,	0.01369,	c,	c,	0.40000,	a,	l,	d,	d,	b,	0.0,	0.0,	0.19387,	NA,	0
5379,	0.39724,	c,	k,	0.33333,	a,	e,	a,	a,	b,	0.0,	0.0,	0.24489,	M,	0
5380,	0.02739,	c,	b,	0.53333,	a,	e,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
5381,	0.45203,	e,	h,	0.59999,	b,	i,	b,	a,	a,	0.0,	nan,	0.70408,	a,	0
5382,	0.49312,	c,	NA,	0.26665,	b,	e,	b,	a,	a,	0.0,	0.0,	0.39794,	s,	0
5383,	nan,	NA,	h,	0.59999,	c,	e,	NA,	b,	b,	0.0,	0.0,	nan,	a,	0
5384,	0.05479,	c,	k,	0.33333,	NA,	a,	a,	a,	b,	0.0,	0.0,	0.38774,	NA,	0
5385,	0.34246,	d,	b,	0.53333,	d,	a,	e,	NA,	b,	0.0,	0.0,	nan,	a,	0
5386,	nan,	NA,	b,	0.53333,	b,	h,	b,	a,	a,	0.0,	0.0,	0.29591,	NA,	0
5387,	nan,	c,	a,	0.79998,	c,	NA,	a,	NA,	a,	0.0,	0.36500,	0.39794,	NA,	0
5388,	0.38356,	b,	NA,	0.66665,	b,	f,	b,	a,	NA,	0.0,	0.0,	0.60204,	NA,	0
5389,	0.20548,	NA,	h,	0.59999,	a,	h,	NA,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
5390,	0.17808,	c,	p,	0.93331,	b,	c,	b,	a,	a,	0.0,	0.0,	0.49997,	NA,	0
5391,	0.27395,	c,	b,	0.53333,	c,	d,	NA,	a,	b,	0.0,	0.0,	0.56120,	a,	0
5392,	0.01369,	NA,	h,	0.59999,	a,	NA,	d,	a,	b,	0.0,	nan,	0.39794,	a,	0
5393,	0.39724,	c,	d,	0.86665,	c,	NA,	e,	a,	b,	0.06497,	0.0,	0.49997,	a,	0
5394,	0.26026,	NA,	b,	0.53333,	NA,	NA,	e,	a,	b,	0.0,	0.0,	0.27550,	a,	0
5395,	0.21916,	c,	d,	nan,	a,	j,	a,	a,	NA,	0.0,	nan,	nan,	NA,	0
5396,	0.42466,	c,	b,	0.53333,	NA,	a,	a,	a,	b,	0.0,	0.0,	nan,	NA,	0
5397,	0.23289,	c,	b,	0.53333,	b,	l,	b,	a,	b,	0.0,	0.0,	0.39794,	NA,	0
5398,	0.21916,	c,	b,	0.53333,	c,	f,	a,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5399,	nan,	c,	a,	0.79998,	b,	j,	c,	a,	b,	0.0,	0.0,	0.60204,	g,	0
5400,	0.08218,	c,	b,	0.53333,	a,	l,	a,	a,	a,	0.0,	0.38313,	nan,	a,	0
5401,	0.30136,	c,	NA,	0.53333,	NA,	j,	b,	a,	a,	nan,	0.0,	0.39794,	NA,	0
5402,	0.06849,	c,	f,	0.73332,	a,	l,	d,	a,	b,	0.0,	0.0,	0.24489,	a,	0
5403,	0.02739,	NA,	b,	nan,	a,	f,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
5404,	nan,	c,	i,	nan,	a,	g,	a,	a,	NA,	0.0,	0.0,	0.49997,	a,	0
5405,	0.41097,	c,	NA,	0.86665,	c,	l,	a,	a,	b,	nan,	0.0,	0.05102,	NA,	0
5406,	0.47944,	f,	h,	0.59999,	c,	NA,	NA,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5407,	0.28767,	b,	NA,	nan,	b,	NA,	b,	NA,	a,	0.0,	0.0,	nan,	d,	0
5408,	0.20548,	c,	j,	0.13333,	b,	e,	b,	NA,	NA,	0.0,	0.0,	0.39794,	d,	0
5409,	0.50685,	b,	NA,	nan,	b,	h,	f,	a,	b,	0.0,	nan,	0.09183,	a,	0
5410,	0.04109,	NA,	NA,	0.59999,	a,	a,	a,	a,	a,	0.0,	0.0,	0.24489,	NA,	0
5411,	0.10958,	c,	NA,	0.73332,	a,	l,	NA,	a,	a,	0.0,	0.0,	0.47959,	a,	0
5412,	nan,	b,	e,	0.26665,	a,	NA,	a,	a,	a,	nan,	0.0,	0.14285,	a,	0
5413,	0.26026,	a,	a,	0.79998,	c,	c,	NA,	a,	a,	0.0,	0.43065,	0.43878,	a,	0
5414,	nan,	b,	b,	nan,	b,	h,	b,	a,	NA,	nan,	0.0,	0.29591,	a,	0
5415,	nan,	NA,	NA,	0.59999,	a,	a,	d,	a,	b,	0.0,	0.0,	0.19387,	NA,	0
5416,	0.05479,	NA,	g,	0.19998,	a,	f,	e,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5417,	0.05479,	c,	b,	nan,	a,	d,	d,	a,	a,	0.0,	nan,	nan,	a,	0
5418,	0.10958,	NA,	f,	0.73332,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.12244,	a,	0
5419,	0.30136,	c,	b,	0.53333,	b,	e,	f,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5420,	0.21916,	f,	b,	0.53333,	b,	i,	b,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5421,	nan,	c,	i,	nan,	a,	a,	NA,	NA,	NA,	0.0,	0.0,	0.39794,	a,	0
5422,	nan,	c,	b,	0.53333,	b,	h,	b,	a,	NA,	0.0,	0.0,	0.89796,	NA,	0
5423,	0.16438,	c,	c,	0.40000,	c,	d,	e,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5424,	0.23289,	c,	NA,	0.53333,	a,	b,	d,	a,	a,	0.0,	nan,	0.39794,	a,	0
5425,	0.04109,	c,	NA,	0.59999,	NA,	e,	d,	NA,	a,	0.0,	0.0,	0.24489,	NA,	0
5426,	0.38356,	c,	h,	0.59999,	c,	j,	a,	a,	a,	0.0,	0.43065,	0.49997,	NA,	0
5427,	0.06849,	NA,	NA,	0.66665,	NA,	NA,	d,	a,	a,	0.0,	nan,	0.39794,	NA,	0
5428,	nan,	c,	b,	0.53333,	NA,	b,	d,	a,	a,	nan,	0.0,	0.43878,	a,	0
5429,	0.02739,	c,	NA,	0.59999,	a,	a,	d,	a,	NA,	0.0,	0.0,	0.37755,	a,	0
5430,	0.09588,	c,	NA,	0.59999,	a,	i,	d,	NA,	a,	0.0,	nan,	0.39794,	NA,	0
5431,	0.04109,	NA,	h,	nan,	a,	l,	d,	a,	a,	0.0,	0.0,	0.29591,	NA,	0
5432,	nan,	c,	b,	0.53333,	NA,	NA,	a,	NA,	a,	0.0,	0.0,	0.39794,	a,	0
5433,	0.01369,	c,	k,	0.33333,	a,	d,	d,	a,	a,	0.0,	0.0,	nan,	a,	0
5434,	nan,	c,	b,	0.53333,	c,	l,	d,	a,	b,	0.0,	0.0,	0.39794,	a,	0
5435,	0.12328,	c,	h,	nan,	b,	l,	b,	a,	a,	0.0,	0.0,	0.60204,	NA,	0
5436,	nan,	c,	f,	0.73332,	c,	c,	e,	a,	b,	nan,	0.0,	0.31632,	a,	0
5437,	0.09588,	c,	NA,	0.59999,	a,	NA,	e,	c,	NA,	0.0,	0.0,	0.39794,	d,	0
5438,	0.34246,	d,	b,	0.53333,	c,	a,	NA,	b,	a,	0.0,	nan,	0.39794,	a,	0
5439,	nan,	NA,	h,	0.59999,	a,	NA,	d,	a,	b,	0.0,	nan,	0.34694,	a,	0
5440,	0.04109,	a,	h,	0.59999,	a,	a,	NA,	a,	b,	0.0,	nan,	0.09183,	a,	0
5441,	0.30136,	c,	b,	0.53333,	g,	b,	e,	a,	a,	0.0,	0.0,	0.39794,	NA,	0
5442,	nan,	NA,	c,	0.40000,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.29591,	a,	0
5443,	0.24657,	c,	NA,	0.53333,	a,	d,	e,	NA,	b,	0.0,	0.0,	0.47959,	NA,	0
5444,	0.50685,	c,	a,	0.79998,	b,	e,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5445,	0.09588,	c,	NA,	0.79998,	a,	j,	d,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5446,	0.09588,	c,	a,	nan,	a,	c,	a,	a,	b,	nan,	0.0,	0.07142,	a,	0
5447,	0.04109,	NA,	h,	0.59999,	a,	a,	d,	b,	b,	0.0,	0.0,	0.14285,	a,	0
5448,	0.64383,	NA,	m,	0.0,	b,	NA,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5449,	0.15068,	NA,	a,	0.79998,	NA,	NA,	NA,	NA,	b,	0.0,	0.0,	0.34694,	a,	0
5450,	0.26026,	b,	b,	0.53333,	b,	i,	b,	a,	a,	0.0,	0.0,	0.46939,	a,	0
5451,	0.36987,	e,	b,	nan,	NA,	NA,	NA,	a,	NA,	nan,	nan,	0.60204,	NA,	0
5452,	0.06849,	c,	b,	0.53333,	a,	a,	NA,	a,	b,	0.0,	nan,	0.60204,	a,	0
5453,	0.53422,	c,	b,	0.53333,	b,	d,	b,	a,	a,	0.0,	0.0,	0.39794,	a,	0
5454,	nan,	c,	a,	0.79998,	b,	c,	b,	NA,	a,	0.0,	0.0,	nan,	a,	0
5455,	0.09588,	b,	h,	0.59999,	NA,	e,	a,	a,	b,	0.0,	0.0,	0.75508,	NA,	0
