V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
4553,NA,80,42,2.8648,65,44,73,NA,59,NA,0,12.732,98,-
4554,21.327,NA,42,2.8648,102,NA,68,101,37,741.34,NA,4.7746,98,-
4555,NA,80,90,3.1831,65,94,NA,101,59,0,0,12.732,98,-
4556,NA,88,18,3.8197,NA,85,49,101,59,0,NA,15.915,98,-
4557,14.961,80,90,3.1831,102,71,68,101,37,0,0,11.141,NA,-
4558,16.234,57,42,2.8648,61,96,NA,21,59,0,0,NA,NA,-
4559,10.823,NA,42,2.8648,61,44,49,NA,NA,0,0,12.732,98,-
4560,9.231,80,NA,NA,61,26,49,101,59,0,0,12.732,98,-
4561,7.9577,NA,90,3.1831,61,35,49,101,59,0,0,12.732,98,-
4562,6.6845,80,90,3.1831,NA,NA,68,NA,37,0,NA,12.732,98,-
4563,12.096,80,20,4.138,NA,82,68,101,37,0,NA,12.732,98,-
4564,19.417,87,20,4.138,NA,85,NA,NA,37,0,0,9.5493,NA,-
4565,13.051,80,NA,NA,61,NA,49,101,59,0,0,12.732,98,-
4566,NA,57,19,3.5014,65,14,73,101,59,NA,0,13.687,98,-
4567,8.2761,88,7,1.2732,61,96,49,101,59,0,0,NA,98,-
4568,13.687,80,NA,NA,61,71,NA,NA,NA,0,0,19.099,55,-
4569,17.507,NA,42,2.8648,102,NA,68,101,NA,0,0,6.3662,98,-
4570,7.9577,80,19,3.5014,61,NA,49,101,59,NA,0,NA,64,-
4571,8.2761,88,NA,3.1831,65,71,68,101,37,0,0,15.279,98,-
4572,7.9577,NA,90,3.1831,NA,71,73,101,NA,0,0,12.732,76,-
4573,7.0028,80,90,3.1831,65,14,70,21,37,0,0,9.5493,54,-
4574,19.417,NA,42,2.8648,61,14,103,101,37,768.4,0,1.5915,98,-
4575,13.369,80,NA,4.138,65,NA,99,101,59,0,0,12.732,98,-
4576,6.6845,80,19,3.5014,65,14,68,101,37,0,NA,12.732,98,-
4577,14.006,NA,42,2.8648,61,96,49,15,59,0,0,NA,98,-
4578,NA,80,42,2.8648,61,26,49,101,NA,728.93,0,12.732,NA,-
4579,17.825,NA,NA,2.8648,28,NA,68,101,59,0,0,3.1831,98,-
4580,10.504,36,18,3.8197,NA,71,99,101,59,0,0,12.732,98,-
4581,NA,80,2,1.9099,65,14,68,NA,37,0,0,12.732,98,-
4582,13.687,NA,42,2.8648,28,NA,68,101,37,0,0,7.6394,98,-
4583,14.324,87,NA,2.8648,28,NA,68,101,NA,0,0,13.369,98,-
4584,13.369,80,42,2.8648,28,85,68,101,37,NA,0,13.369,NA,-
4585,11.777,80,NA,2.8648,62,NA,99,69,59,NA,0,12.732,64,-
4586,17.825,NA,8,1.5915,28,26,NA,101,59,0,0,12.732,98,-
4587,11.141,NA,2,1.9099,28,NA,99,101,37,0,0,5.093,NA,-
4588,12.732,80,18,3.8197,28,14,99,21,37,NA,0,10.186,98,-
4589,9.8676,NA,20,4.138,61,85,49,101,59,0,NA,17.507,98,-
4590,8.2761,80,20,4.138,NA,NA,49,101,59,0,0,12.732,98,-
4591,8.2761,92,20,4.138,65,82,73,101,NA,0,NA,12.732,NA,-
4592,13.369,NA,20,NA,61,34,49,NA,NA,0,0,NA,NA,-
4593,14.324,88,42,2.8648,NA,34,49,17,59,0,NA,NA,24,-
4594,NA,80,90,3.1831,61,NA,49,101,59,0,0,12.732,64,-
4595,10.504,NA,20,4.138,65,NA,73,101,59,0,0,12.732,NA,-
4596,NA,80,42,NA,65,96,68,21,NA,NA,0,NA,98,-
4597,NA,88,42,2.8648,61,NA,49,101,59,0,0,31.194,98,-
4598,18.144,88,2,1.9099,61,26,49,101,59,0,0,NA,98,-
4599,14.961,80,NA,3.1831,28,14,68,101,NA,0,0,19.099,98,-
4600,18.462,57,8,1.5915,61,96,49,NA,59,NA,0,12.732,98,-
4601,17.507,80,3,2.2282,102,NA,NA,101,37,0,0,12.732,NA,-
4602,16.552,80,90,3.1831,61,26,49,101,59,NA,0,17.507,98,-
4603,9.231,80,20,4.138,65,82,68,101,59,0,0,NA,98,-
4604,13.369,80,63,NA,65,82,68,101,37,0,0,12.732,NA,-
4605,7.3211,80,42,2.8648,NA,26,68,101,59,0,0,NA,98,-
4606,7.3211,80,4,2.5465,NA,NA,68,NA,NA,0,0,9.5493,98,-
4607,NA,88,19,3.5014,61,34,NA,101,59,0,0,NA,98,-
4608,NA,80,90,3.1831,65,58,NA,101,59,0,0,12.732,98,-
4609,7.9577,80,90,3.1831,65,NA,73,101,NA,0,0,9.5493,NA,-
4610,17.825,80,8,1.5915,61,96,49,21,59,0,0,12.732,98,-
4611,NA,80,42,2.8648,NA,NA,49,101,59,0,NA,NA,98,-
4612,6.0479,92,90,3.1831,65,14,NA,101,59,0,0,3.1831,NA,-
4613,6.3662,80,90,3.1831,65,85,73,101,37,0,0,5.7296,98,-
4614,10.823,NA,NA,3.1831,61,NA,NA,101,59,0,0,12.732,NA,-
4615,10.823,NA,8,1.5915,28,71,99,101,37,NA,0,12.732,98,-
4616,17.507,88,NA,2.8648,61,26,49,101,NA,NA,0,12.732,98,-
4617,17.507,80,8,NA,NA,NA,103,NA,37,0,0,7.3211,NA,-
4618,NA,80,90,3.1831,65,85,NA,NA,59,NA,0,14.324,98,-
4619,NA,80,42,2.8648,NA,71,99,101,NA,0,0,NA,NA,-
4620,NA,NA,42,2.8648,NA,71,NA,NA,59,NA,NA,NA,98,-
4621,16.234,80,42,2.8648,89,58,68,101,59,0,597.15,12.732,98,-
4622,18.78,80,42,2.8648,61,NA,49,NA,59,0,NA,12.732,98,-
4623,18.462,80,NA,2.8648,28,NA,99,21,37,0,0,11.459,98,-
4624,NA,80,NA,1.5915,61,44,49,101,NA,0,0,12.732,98,-
4625,NA,80,NA,2.8648,61,26,49,NA,59,0,0,12.732,NA,-
4626,5.7296,87,3,2.2282,65,NA,73,101,59,0,0,9.5493,98,-
4627,13.051,80,90,3.1831,61,26,49,101,59,0,0,NA,98,-
4628,18.144,NA,2,1.9099,102,71,99,NA,37,0,0,12.732,98,-
4629,NA,80,42,2.8648,65,71,99,101,37,0,NA,7.6394,98,-
4630,12.414,NA,42,2.8648,NA,NA,NA,101,37,0,0,12.096,98,-
4631,6.0479,NA,NA,2.8648,NA,26,68,NA,NA,0,0,12.732,98,-
4632,13.051,80,18,3.8197,NA,58,49,101,59,0,0,12.732,98,-
4633,NA,80,42,2.8648,65,NA,68,NA,59,0,0,13.051,NA,-
4634,8.2761,80,81,4.7746,65,82,68,101,NA,0,NA,9.5493,NA,-
4635,18.144,87,42,2.8648,61,14,49,101,59,0,NA,15.915,NA,-
4636,19.099,80,42,NA,61,58,NA,NA,59,0,0,12.732,98,-
4637,7.0028,80,42,2.8648,65,NA,NA,NA,59,0,0,22.282,98,-
4638,18.462,80,NA,2.5465,61,96,NA,101,59,0,0,12.732,98,-
4639,5.7296,80,NA,2.8648,65,85,73,17,37,0,NA,NA,98,-
4640,17.825,80,42,NA,102,NA,99,101,37,0,0,NA,98,-
4641,NA,80,20,4.138,NA,94,68,17,37,0,NA,15.279,75,-
4642,12.096,80,42,NA,28,71,68,101,59,0,NA,NA,NA,-
4643,18.462,80,90,3.1831,NA,14,99,101,37,0,0,12.732,98,-
4644,NA,80,NA,NA,65,34,73,NA,59,0,0,15.915,98,-
4645,NA,80,90,3.1831,NA,82,NA,101,59,0,NA,12.732,NA,-
4646,16.234,80,20,4.138,28,NA,68,101,59,0,NA,14.324,98,-
4647,7.0028,NA,6,0.95493,61,NA,103,69,37,0,0,12.732,64,-
4648,NA,80,42,2.8648,61,35,NA,101,59,0,NA,22.282,NA,-
4649,14.642,36,90,3.1831,28,94,68,101,59,0,0,12.732,98,-
4650,20.372,92,20,4.138,61,NA,49,101,59,0,NA,12.732,98,-
4651,NA,80,90,3.1831,61,14,49,101,59,0,0,12.732,NA,-
4652,NA,80,42,NA,65,71,68,101,NA,0,0,15.915,98,-
4653,NA,80,90,NA,61,26,49,101,NA,0,0,12.732,NA,-
4654,9.8676,NA,19,NA,65,71,68,21,37,0,0,NA,NA,-
4655,17.189,80,42,NA,61,96,NA,101,59,0,652.85,15.915,98,-
4656,18.78,57,8,1.5915,61,71,49,101,59,0,0,NA,98,-
4657,18.144,80,42,2.8648,NA,NA,99,NA,37,0,NA,12.732,98,-
4658,14.006,NA,NA,2.8648,NA,26,49,101,59,0,0,14.324,98,-
4659,16.87,87,90,3.1831,28,34,68,101,59,0,0,19.099,98,-
4660,6.0479,80,90,3.1831,65,71,73,NA,37,NA,0,6.3662,NA,-
4661,NA,87,90,3.1831,61,NA,103,17,37,0,0,22.282,91,-
4662,8.5944,80,42,NA,61,26,49,101,59,0,0,12.732,NA,-
4663,14.642,57,8,1.5915,89,NA,NA,NA,37,NA,0,12.732,98,-
4664,11.777,88,63,4.4563,65,34,68,101,59,0,0,NA,98,-
4665,8.5944,80,20,4.138,65,85,68,21,37,0,NA,12.732,NA,-
4666,10.504,NA,90,NA,65,96,68,NA,59,0,NA,17.507,98,-
4667,6.3662,80,90,3.1831,65,71,73,NA,NA,0,NA,NA,98,-
4668,17.507,80,42,2.8648,28,26,68,101,NA,0,0,14.324,98,-
4669,12.414,80,18,3.8197,65,85,68,101,37,0,0,12.732,98,-
4670,13.051,80,NA,2.8648,65,71,68,101,37,0,NA,12.732,98,-
4671,9.5493,NA,20,4.138,65,82,NA,101,37,NA,0,12.732,NA,-
4672,12.414,87,20,NA,62,85,68,101,59,0,NA,12.732,98,-
4673,8.9127,80,42,2.8648,89,NA,99,101,37,0,0,15.915,98,-
4674,NA,80,90,3.1831,65,85,73,NA,NA,NA,0,NA,NA,-
4675,9.8676,80,42,2.8648,61,NA,49,101,NA,0,0,15.915,NA,-
4676,16.234,80,NA,2.8648,61,96,49,101,59,0,0,NA,98,-
4677,7.6394,NA,20,4.138,65,14,73,101,59,0,0,12.732,NA,-
4678,22.282,80,42,2.8648,NA,83,68,101,37,0,0,10.186,98,-
4679,NA,80,90,3.1831,65,14,NA,101,NA,0,0,12.732,98,-
4680,19.417,NA,42,2.8648,102,34,68,101,37,0,0,NA,98,-
4681,14.961,80,42,2.8648,61,44,49,101,59,1293.6,0,19.099,98,-
4682,NA,80,90,3.1831,28,71,68,101,37,NA,0,NA,98,-
4683,6.3662,NA,90,3.1831,NA,14,73,101,37,0,0,4.7746,98,-
4684,9.5493,NA,42,2.8648,65,26,99,17,59,0,NA,12.732,NA,-
4685,8.5944,80,20,4.138,NA,85,49,NA,59,0,0,7.9577,NA,-
4686,19.099,NA,42,2.8648,61,NA,49,101,59,0,0,NA,98,-
4687,22.6,88,81,4.7746,61,35,49,101,59,NA,NA,0.63662,98,-
4688,9.231,57,NA,3.1831,65,34,68,101,59,0,NA,12.732,51,-
4689,NA,80,NA,1.9099,89,71,99,101,37,1088,NA,11.141,98,-
4690,10.504,80,18,NA,65,14,68,101,59,0,0,NA,98,-
4691,10.504,80,2,1.9099,65,44,99,21,59,0,0,12.732,98,-
4692,10.504,80,42,2.8648,NA,14,NA,101,37,0,0,16.552,98,-
4693,NA,92,42,2.8648,61,83,49,101,59,0,0,14.324,NA,-
4694,6.6845,80,90,3.1831,65,71,NA,101,37,0,NA,2.8648,NA,-
4695,NA,80,42,NA,61,NA,103,101,NA,0,0,12.732,98,-
4696,12.414,NA,90,3.1831,89,34,99,21,37,0,0,9.5493,98,-
4697,5.4113,80,3,2.2282,65,NA,NA,101,37,0,0,4.7746,NA,-
4698,6.6845,NA,90,3.1831,61,14,49,101,59,0,0,12.732,98,-
4699,11.459,80,3,NA,NA,NA,68,NA,NA,NA,0,12.732,98,-
4700,8.9127,NA,NA,4.138,65,85,NA,101,59,0,0,12.732,98,-
4701,NA,80,19,3.5014,61,26,49,101,59,0,0,12.732,98,-
4702,15.915,NA,42,NA,89,NA,99,69,NA,0,0,19.099,NA,-
4703,NA,80,3,2.2282,NA,26,49,101,59,0,NA,12.732,NA,-
4704,12.732,80,NA,3.1831,61,71,49,101,59,0,NA,NA,98,-
4705,15.597,80,NA,3.1831,61,26,49,101,NA,0,NA,NA,NA,-
4706,10.504,57,42,2.8648,28,83,99,101,59,0,0,12.732,NA,-
4707,7.6394,80,42,2.8648,65,26,68,101,59,0,0,12.732,98,-
4708,13.051,NA,63,4.4563,65,14,68,101,37,0,NA,12.732,NA,-
4709,26.738,88,NA,4.138,61,35,NA,101,NA,0,0,6.3662,98,-
4710,NA,NA,NA,2.8648,65,85,73,NA,59,0,NA,12.732,98,-
4711,NA,NA,NA,3.1831,65,26,NA,101,59,0,NA,14.324,98,-
4712,14.642,80,NA,3.8197,NA,NA,49,17,59,0,0,12.732,50,-
4713,10.823,80,90,3.1831,65,14,68,101,59,0,0,12.732,98,-
4714,17.189,88,NA,4.4563,28,NA,68,101,59,NA,0,19.099,98,-
4715,NA,80,90,3.1831,65,14,73,NA,59,NA,0,12.732,98,-
4716,7.9577,NA,42,2.8648,65,82,68,NA,59,NA,NA,12.732,98,-
4717,7.6394,80,42,2.8648,28,34,68,NA,NA,0,NA,15.915,NA,-
4718,11.459,80,42,2.8648,65,14,68,21,NA,0,0,12.732,NA,-
4719,NA,80,42,NA,NA,44,49,NA,59,0,NA,NA,98,-
4720,21.008,NA,90,3.1831,61,NA,49,101,59,0,0,6.3662,98,-
4721,28.648,NA,20,4.138,61,82,49,101,59,3363.3,0,15.915,98,-
4722,NA,87,NA,1.2732,NA,26,NA,101,59,821.24,0,NA,98,-
4723,14.961,80,90,3.1831,28,14,68,101,37,0,NA,11.141,NA,-
4724,17.507,88,7,NA,61,35,NA,101,59,0,0,15.915,98,-
4725,10.186,80,42,2.8648,65,44,68,101,NA,NA,0,11.141,98,-
4726,15.279,NA,90,3.1831,89,14,70,NA,37,0,NA,12.732,NA,-
4727,6.6845,80,42,2.8648,61,85,NA,69,59,0,0,11.141,98,-
4728,10.504,80,18,3.8197,62,NA,73,101,37,0,0,12.732,98,-
4729,8.5944,80,90,3.1831,NA,82,NA,101,37,0,0,15.279,NA,-
4730,NA,80,19,NA,65,82,NA,101,37,0,0,12.732,98,-
4731,5.7296,80,NA,2.2282,65,NA,73,101,37,0,0,7.6394,98,-
4732,7.3211,NA,90,3.1831,65,26,73,101,59,0,0,11.777,64,-
4733,5.7296,80,2,1.9099,65,85,73,101,37,0,0,11.141,NA,-
4734,NA,80,42,NA,61,34,49,101,59,0,0,15.915,98,-
4735,7.6394,80,20,4.138,65,NA,73,101,59,NA,0,11.141,NA,-
4736,7.3211,80,20,NA,65,85,73,101,NA,0,0,19.099,98,-
4737,NA,80,90,3.1831,65,85,73,101,59,0,0,NA,98,-
4738,NA,NA,42,2.8648,NA,85,NA,101,59,0,0,12.732,98,-
4739,7.3211,80,42,2.8648,65,14,68,101,37,0,0,12.732,98,-
4740,16.87,88,2,1.9099,61,26,49,NA,59,NA,NA,12.732,98,-
4741,12.732,80,42,NA,65,71,73,NA,NA,0,0,7.9577,98,-
4742,8.5944,80,20,4.138,NA,82,68,101,59,0,NA,NA,98,-
4743,7.6394,57,90,NA,NA,83,68,101,NA,0,0,NA,98,-
4744,NA,80,42,2.8648,28,26,NA,101,37,NA,0,12.732,98,-
4745,13.051,80,NA,2.8648,NA,14,99,101,NA,0,NA,12.732,NA,-
4746,7.3211,NA,NA,3.1831,65,44,73,101,59,0,0,NA,98,-
4747,13.369,NA,63,4.4563,61,NA,NA,101,59,0,0,20.69,98,-
4748,NA,88,NA,1.2732,61,NA,49,101,59,0,0,NA,NA,-
4749,NA,80,42,2.8648,61,26,49,101,59,NA,0,12.732,98,-
4750,5.7296,88,3,2.2282,NA,71,NA,101,37,0,0,1.2732,NA,-
4751,NA,80,90,3.1831,65,71,NA,NA,59,0,0,9.5493,98,-
4752,NA,NA,20,4.138,61,82,70,17,37,0,0,12.732,NA,-
4753,NA,NA,NA,3.1831,61,NA,49,101,59,0,NA,12.732,98,-
4754,6.3662,80,8,1.5915,65,14,99,21,37,NA,0,6.3662,98,-
4755,NA,80,90,3.1831,28,85,73,101,NA,0,0,9.5493,98,-
4756,7.3211,80,90,3.1831,NA,14,73,101,37,0,0,NA,98,-
4757,11.141,80,42,2.8648,NA,26,49,101,NA,0,0,12.732,64,-
4758,16.234,88,90,NA,61,85,49,NA,NA,NA,0,NA,98,-
4759,6.0479,80,90,NA,65,83,73,101,37,0,NA,9.5493,98,-
4760,12.096,57,42,2.8648,28,83,68,NA,59,0,0,NA,98,-
4761,16.552,57,NA,2.8648,61,26,49,NA,59,0,652.85,12.732,98,-
4762,NA,NA,81,4.7746,61,82,49,NA,59,0,0,7.9577,98,-
4763,16.87,80,2,NA,28,26,68,NA,59,0,0,12.732,NA,-
4764,NA,80,90,3.1831,NA,NA,49,NA,59,0,0,13.687,NA,-
4765,NA,80,4,2.5465,65,85,73,101,37,0,0,NA,98,-
4766,13.051,NA,42,NA,65,NA,68,101,37,0,0,NA,98,-
4767,6.0479,NA,90,3.1831,65,NA,73,101,NA,0,0,3.1831,98,-
4768,7.6394,NA,NA,3.1831,28,14,68,101,37,0,0,12.732,98,-
4769,7.9577,80,42,2.8648,65,NA,68,101,NA,0,0,NA,98,-
4770,NA,NA,90,3.1831,NA,34,68,21,NA,NA,0,12.732,NA,-
4771,NA,80,42,NA,65,85,68,101,37,0,0,NA,98,-
4772,5.7296,80,42,2.8648,NA,NA,73,101,59,0,0,6.3662,NA,-
4773,11.777,NA,NA,NA,65,14,68,101,59,0,0,NA,98,-
4774,9.5493,80,90,NA,65,71,99,101,37,0,0,11.459,NA,-
4775,7.0028,80,42,2.8648,65,82,68,NA,37,NA,NA,12.732,98,-
4776,15.915,57,90,3.1831,NA,71,99,NA,37,0,NA,8.9127,98,-
4777,22.282,NA,42,2.8648,28,71,68,101,37,0,0,7.3211,98,-
4778,24.51,NA,90,3.1831,65,26,NA,101,59,0,0,12.732,98,-
4779,9.5493,88,42,2.8648,61,26,49,101,59,NA,0,12.732,98,-
4780,10.504,80,90,3.1831,61,58,49,101,NA,0,0,NA,98,-
4781,7.0028,80,90,NA,NA,14,73,101,59,0,NA,NA,98,-
4782,10.504,NA,42,2.8648,61,96,49,21,59,NA,0,12.732,98,-
4783,8.5944,80,3,2.2282,61,85,49,101,59,0,0,12.732,98,-
4784,11.141,80,90,3.1831,65,34,68,NA,59,0,0,19.099,98,-
4785,10.186,80,90,3.1831,28,NA,68,101,37,0,0,NA,98,-
4786,11.777,NA,NA,3.1831,61,26,49,101,NA,0,0,NA,NA,-
4787,5.4113,80,NA,2.2282,65,85,73,101,59,NA,0,4.7746,98,-
4788,NA,NA,42,2.8648,61,NA,49,17,59,0,0,12.732,75,-
4789,NA,92,42,2.8648,NA,34,99,101,37,0,0,12.096,98,-
4790,7.3211,92,42,2.8648,65,71,73,21,59,0,0,12.732,NA,-
4791,12.732,80,20,4.138,28,14,NA,101,37,0,0,NA,98,-
4792,NA,80,NA,4.138,61,82,NA,101,59,1595.7,0,NA,39,-
4793,NA,80,42,2.8648,62,71,NA,101,59,0,0,11.141,NA,-
4794,9.5493,80,19,NA,61,34,49,101,59,0,0,17.507,98,-
4795,6.3662,NA,90,3.1831,65,85,NA,17,59,0,0,2.5465,50,-
4796,13.687,88,90,3.1831,61,35,49,NA,59,NA,0,15.915,NA,-
4797,7.9577,80,90,3.1831,65,NA,73,101,59,0,0,7.9577,98,-
4798,NA,88,42,2.8648,28,71,99,101,37,NA,NA,12.732,NA,-
4799,7.6394,80,20,NA,65,14,68,101,59,0,0,NA,NA,-
4800,6.3662,80,90,3.1831,65,NA,73,NA,59,0,0,12.732,105,-
4801,7.9577,NA,90,3.1831,65,14,68,101,37,0,NA,12.732,98,-
4802,NA,80,90,3.1831,NA,14,99,101,37,0,NA,NA,98,-
4803,14.642,80,42,NA,61,85,103,101,37,NA,0,12.732,98,-
4804,13.369,57,63,4.4563,28,NA,99,101,37,0,0,NA,98,-
4805,10.823,NA,42,NA,65,NA,73,101,59,0,0,12.732,98,-
4806,NA,80,NA,3.1831,61,94,103,NA,37,NA,0,12.732,NA,-
4807,NA,80,90,3.1831,28,34,73,101,37,0,0,NA,98,-
4808,9.8676,80,20,NA,65,85,68,NA,59,NA,0,15.279,98,-
4809,22.282,NA,90,NA,61,NA,NA,101,59,0,0,9.5493,98,-
4810,10.186,80,90,3.1831,61,34,49,NA,NA,0,0,12.732,98,-
4811,13.369,87,7,1.2732,28,26,99,NA,NA,0,0,NA,98,-
4812,6.6845,80,19,3.5014,65,34,73,101,59,0,0,12.732,98,-
4813,7.6394,80,20,NA,65,85,68,101,NA,0,0,12.732,98,-
4814,7.3211,80,42,2.8648,65,85,NA,101,59,0,0,17.507,98,-
4815,11.777,80,90,3.1831,28,14,NA,101,37,0,0,NA,98,-
4816,6.0479,NA,3,2.2282,65,NA,99,NA,37,0,NA,9.5493,98,-
4817,9.231,80,42,2.8648,NA,96,49,21,59,NA,0,NA,98,-
4818,9.5493,80,19,3.5014,NA,14,103,NA,NA,0,NA,7.6394,NA,-
4819,11.459,80,90,3.1831,61,85,49,101,59,0,0,14.006,98,-
4820,15.597,88,20,NA,65,85,68,101,59,0,0,NA,98,-
4821,9.231,80,NA,2.8648,28,26,NA,101,59,0,NA,12.732,98,-
4822,14.324,NA,42,2.8648,65,14,68,21,37,0,0,12.732,98,-
4823,13.369,80,42,2.8648,65,79,68,101,37,0,0,12.732,NA,-
4824,11.777,80,18,3.8197,28,34,NA,101,37,0,0,12.732,98,-
4825,16.234,80,20,4.138,61,NA,49,NA,59,0,0,NA,98,-
4826,19.417,57,NA,2.8648,NA,35,49,101,59,NA,0,15.279,98,-
4827,10.504,80,18,3.8197,65,34,99,101,NA,692.01,0,17.507,NA,-
4828,15.915,57,42,2.8648,61,14,49,21,59,0,0,NA,98,-
4829,18.78,80,42,2.8648,65,NA,68,101,59,0,0,NA,98,-
4830,7.9577,80,42,2.8648,65,14,NA,101,37,0,NA,NA,98,-
4831,7.0028,80,42,2.8648,65,44,73,101,59,NA,0,NA,98,-
4832,14.006,80,20,4.138,65,14,99,21,37,0,0,12.732,98,-
4833,11.141,80,19,NA,61,26,49,101,59,0,0,15.915,98,-
4834,18.144,80,42,NA,65,34,68,101,59,0,0,12.732,98,-
4835,8.5944,NA,20,4.138,65,34,68,101,37,0,0,12.732,98,-
4836,15.915,88,42,2.8648,61,35,49,101,NA,0,NA,NA,98,-
4837,9.5493,NA,20,4.138,65,82,73,21,NA,0,0,12.732,NA,-
4838,14.642,80,3,2.2282,61,96,NA,21,NA,0,0,NA,98,-
4839,10.504,80,NA,2.8648,NA,96,68,101,59,NA,0,27.693,98,-
4840,12.732,80,42,2.8648,61,71,49,NA,59,NA,0,NA,NA,-
4841,16.234,87,90,3.1831,28,NA,NA,101,NA,0,0,15.915,NA,-
4842,11.777,80,4,NA,65,71,73,101,37,NA,0,12.732,98,-
4843,20.372,80,63,4.4563,61,82,49,17,59,0,NA,19.099,24,-
4844,13.051,80,42,NA,NA,26,68,101,59,0,0,17.189,98,-
4845,5.7296,80,3,NA,65,44,73,101,NA,189.08,0,9.5493,98,-
4846,NA,88,3,2.2282,61,35,49,101,59,NA,0,28.011,NA,-
4847,NA,80,8,1.5915,89,NA,99,101,NA,0,0,5.093,64,-
4848,10.823,80,90,3.1831,65,14,73,101,37,NA,NA,12.732,98,-
4849,NA,36,20,4.138,65,NA,73,101,NA,0,0,NA,NA,-
4850,6.3662,80,90,3.1831,65,44,73,NA,59,0,0,NA,NA,-
4851,12.096,80,20,NA,NA,34,NA,101,59,NA,NA,12.732,NA,-
4852,8.9127,80,19,NA,65,71,68,NA,37,0,0,12.732,98,-
4853,6.3662,88,42,2.8648,65,NA,73,101,59,0,NA,14.324,98,-
4854,7.0028,36,20,NA,NA,94,NA,101,59,0,0,2.5465,98,-
4855,17.507,80,20,4.138,28,14,99,101,37,0,0,23.237,98,-
4856,6.3662,80,90,3.1831,NA,82,68,101,59,0,0,NA,98,-
4857,8.2761,80,NA,4.138,65,82,68,101,37,0,0,NA,NA,-
4858,6.3662,87,42,2.8648,65,35,73,101,59,0,0,22.282,98,-
4859,12.732,80,8,1.5915,28,71,68,101,37,0,0,12.732,98,-
4860,17.189,NA,90,3.1831,28,NA,73,101,59,0,NA,15.915,98,-
4861,7.6394,80,42,2.8648,65,85,68,101,37,0,0,12.732,98,-
4862,7.9577,NA,NA,3.1831,65,34,73,101,NA,0,NA,14.642,98,-
4863,NA,80,3,2.2282,65,71,73,101,59,NA,0,NA,98,-
4864,15.597,88,42,2.8648,61,26,NA,101,59,0,0,19.099,98,-
4865,5.4113,80,4,2.5465,65,NA,73,101,NA,0,NA,5.4113,NA,-
4866,NA,88,19,3.5014,61,NA,49,101,59,0,0,14.324,NA,-
4867,11.777,80,42,2.8648,NA,35,68,101,59,0,0,12.732,98,-
4868,6.3662,80,3,2.2282,61,44,49,101,NA,0,500.7,12.732,98,-
4869,NA,80,81,NA,61,82,49,21,NA,NA,NA,12.732,43,-
4870,14.006,80,42,2.8648,89,14,68,101,37,0,0,12.732,84,-
4871,12.732,80,2,NA,61,NA,103,21,NA,0,NA,NA,98,-
4872,18.462,80,42,2.8648,61,85,103,101,37,0,0,12.732,40,-
4873,14.006,NA,42,2.8648,NA,NA,49,101,59,0,NA,12.732,NA,-
4874,NA,80,NA,2.8648,65,71,68,NA,NA,0,0,NA,98,-
4875,6.0479,NA,42,NA,65,71,73,21,59,0,0,12.732,NA,-
4876,9.231,92,63,4.4563,65,82,NA,101,59,0,0,12.732,98,-
4877,10.823,36,90,3.1831,NA,26,70,101,59,NA,0,12.732,98,-
4878,12.096,NA,90,3.1831,NA,NA,49,101,59,NA,0,4.7746,NA,-
4879,8.5944,NA,78,NA,61,35,70,101,59,13149,0,7.6394,NA,-
4880,17.189,80,90,3.1831,28,26,NA,101,37,0,0,15.279,98,-
4881,12.732,80,42,2.8648,102,58,99,21,NA,NA,0,NA,98,-
4882,6.0479,80,90,3.1831,65,85,NA,101,37,0,0,7.9577,98,-
4883,5.4113,80,3,2.2282,65,71,NA,NA,NA,NA,0,3.1831,98,-
4884,10.504,80,90,3.1831,NA,85,49,101,59,0,0,NA,98,-
4885,25.465,80,NA,1.2732,NA,71,68,101,37,0,0,7.6394,98,-
4886,NA,88,42,2.8648,65,26,73,101,59,0,0,15.915,98,-
4887,8.9127,80,20,4.138,65,82,NA,101,NA,NA,0,12.732,98,-
4888,6.6845,80,NA,3.1831,65,34,73,101,NA,0,0,12.732,98,-
4889,NA,NA,42,2.8648,28,14,68,101,37,0,0,12.096,98,-
4890,NA,80,NA,2.8648,65,NA,NA,NA,NA,0,NA,NA,98,-
4891,13.369,80,42,NA,65,NA,68,101,NA,NA,0,7.6394,NA,-
4892,19.099,88,NA,2.8648,NA,NA,49,101,59,0,0,15.279,98,-
4893,6.3662,NA,90,3.1831,NA,NA,73,21,NA,0,0,NA,98,-
4894,16.234,NA,42,NA,NA,14,68,101,37,NA,0,12.732,98,-
4895,6.6845,80,90,3.1831,65,NA,73,101,NA,0,0,12.732,98,-
4896,11.777,92,NA,3.1831,61,26,NA,101,59,0,NA,NA,NA,-
4897,8.2761,NA,42,NA,65,58,68,NA,NA,0,0,16.552,NA,-
4898,12.732,80,90,NA,61,44,49,NA,59,0,0,12.732,98,-
4899,10.504,80,NA,2.8648,65,71,68,21,59,0,0,10.186,NA,-
4900,14.961,80,2,1.9099,28,85,99,101,NA,0,NA,9.5493,NA,-
4901,8.2761,80,4,2.5465,65,85,NA,21,59,0,0,NA,98,-
4902,18.78,80,42,2.8648,62,14,99,101,NA,0,0,6.3662,84,-
4903,22.282,57,90,3.1831,102,14,68,101,37,0,NA,5.4113,98,-
4904,8.2761,NA,90,3.1831,65,14,68,101,37,0,NA,6.3662,98,-
